Imagem_Original,Imagem_Resultado,TAG_Lida,Tipo,Classe,Status
147.jpg,resultado_147.jpg,TEMPERATURE S-FETR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SWITCH HIGH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,REDUCER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TEMPERATUFE S-FETT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SOLENOID VALVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LCH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL CCNTKOL HICH (STTCH),Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,5,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TE-ERATURE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TRAVSVITEER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HYCRAULIC,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FLANCE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HSC,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HICH SPEED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LCL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL CONTROL LOW (SWITCH},Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CONTROL VALVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,'DOUBLE ACTHG ACTUATOR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LCV,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,"DRAINER,",Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SFLF,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,OPERATED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,THEKMOWELL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SCCKET WELD,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,MOTOR OPERATED VALVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TEM?,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SOLENOID VALVE OR TRANSOUCER/RELAY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ELECTRIC NOTOR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UNIOV,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL INDICATUR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TEMP,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,POINT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,THREE WAY INSTRUMENT VALVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL INDICATINC CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SCREWED CONNECTION,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,KON-,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,VAH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,VIBRATION,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,RECIPROC-TNG,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FOUR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,WAY NNSTRUKENT VALVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DEMCE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PRCC AVVABLE DEVICE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LSHH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UF FI,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,5 ITCH HICH HICH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,VSH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ENGINE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,RACK /CARD INDENTIFIC-TICV,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EDUCTOR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LSLL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ADJUSTAFLE CHOKE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SCHEVE PER DEVICE TYFE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,XAL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UNCLASSIFIED ALARN LOW,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SPECIALTY ITEM,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,'R1/S?' FOR RACK,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL SAFETY /SWITCH HIGH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TURBINE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,POSMVE CHCKE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEYEL SAFETY /SWITCH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UNCLASSIFIEC CONTROL VALVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SCREW,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL TRANSMMTER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SAVPLER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TERMINATON,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,INDENTIACATON,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LE EL CONTROL VAL E,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UNCLASSIFIED RELAY 0X SOLENOID VLVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,POSITIVE CISFLACEMENT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LEVEL SOLENOID VALVE OR RELAY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UNCLASSIFIED SAFETY /SWMCH LOW,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,{RECIPROCATINS),Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,Y-STRAINER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CUICK,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CHANCE ORIFCE FITTING (SENICR},Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FOR SECOND TE?MIN-TICY PAI?),Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NCELLANEQUS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,OFIFICE PL-TE 3ETWEEN FLANGES (JUNICR),Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,YSH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SMOKE CETECTOR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,QUARTER TURN VALVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EECTKONIC CEMCE PHYSIC-L LOCATON,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ORERATOR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DIAPHRACM,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,VETER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CC TCL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CENTER PANEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,POSITION/LIMIT INDICATOR;,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PIC SIGNAL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DIS L-YED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,OPEN DRAIN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DOUELE -CTING,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DEVICE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CONTRCL CENTE? PANEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ZS (O/C; POSITION/LIMIT SWITCH (CPEN OR CLOSE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ROTARY METER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PRCCRAVV-BLE},Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LOCAL CONTROL PA E,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UTUTY CONTROL CENTER PA E,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,WFP,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,MOTION/PNEUMATIC TRANSDUCER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,OFERATOR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,STRAICHTENINC VANES,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,VSE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SPRING RETURN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,MULTIPLE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,AT SAVE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HOSE FEE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FLOWSHEEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ABBREVIATIONS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CARKENED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CLCSED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,XORMAL SERMCE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DTHER ~LPHABETC OR NUVERIC CH-RACTE},Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ALPHARENC CHARACTER?,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TO CLOSE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,COVPUTE?,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UNIT CONTRCL PANEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NUMERIC CHARACTER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ABOVESROUND,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LOCKED OPEN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,AR TQ OPEN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PRESSURE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,BLIND FLANGE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NCTE: SOLID PCRT INCICATES,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,"OV THE SHELF""",Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,WATER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NCRMALY CLOSED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,BLOCKED PORT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NCT IV SERVICE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CPLG,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,COUPUNG,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CFEN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HEAT EXCHANGER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ECC,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ECCENTRIC,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LINE_IDENTIFICATION_NUMEER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,VALVE_WENTEICATION,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NBER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EDSF,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EDCE CF SKID FITTINC,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LLN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,E/E,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,END TO END,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NQUE_MLMEER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ECTIDN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NCHLL PIPE_SIZE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FF,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FULL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,BCRE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NFT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NATIONAL PIFE THREAC,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FLAT FACE (FLANGE;,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,RAISED FACE (F-NCE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PFFING CLASS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FAIL CLOSE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,RTJ,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,RINC TYFE JCINT (FLANGE;,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SILENCER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,REDUCED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FAIL-IN_PLACE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HAVDHOLE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SAMPLE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CONNECTION,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HICH PRESSURE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SET  POINT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FN-FAV,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CODE MALVE TYPE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CODE SPECIAL FEATURE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,413 SUPPLY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,F _T,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FULL POFT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,STAINLESS STEEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,COOLER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EALL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,VFT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ICS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,INSTRUNENT G-S SUPPLY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SEAK TO SEAN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CDTE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CWI,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,COE MIFIE?,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CAS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SERVICE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FLLS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,IL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HIGH LEVEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,T/T,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TANCENT TO TANCENT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ANSI 150,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CLYCOL; D?AINS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CLOEF,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PIFAUNF,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NORNAL LEVEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,UNDERCROUND,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EJLK,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DRY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CHECK,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LNION,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,REL JCED FCRT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,INTERFACE LOW LEVEL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,STRONG,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CONDENSATE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,WATB,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NEECLE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SHORT ?-TERI,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,INTERMEDIATE CRESSURE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DOUHLE EXTRA STRONG,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DR-IN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FIA,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LO,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EUTTERFY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SFECI-L,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TILTED DLSC,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LOCKED CLOSED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EXH-LST,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ANSI GCO,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,MULTIFORT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SOLOER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,VENTUFI,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FIFE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HOT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CAUCE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,WAFER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,GLYCOL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ANSI 9CO,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CLYCOL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HYORAULIC,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SFECIAL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,AVSI 150C,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HRDRIC-RBORS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,BL%K,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SVE END FACING,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,INST?UMDT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,STEAY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,LUBE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TRANSFER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ANSI SCO,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HEAT TRAVSFE? AUICS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SPECIFL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,WFTER,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FCTABLE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ANSI 6CO,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,HEAT TRAYSFE? FUIDS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NOL FOR_CONSTRUCTION,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FROCESS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,REVEF,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DRAWINGS   PROVIDED,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,BY  ATMOS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ENERGY   ARE   CONCEPTUAL ONLY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SPECIAL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,AND NOT TO,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,BE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,USED FOR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FINAL,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CONSTRUCTION,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,STANDARD,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,& ID LEGEND,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,TYP,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,MEASURING  STA.,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,JRD PARTY RECEIPT INTQ AN,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,ENERGY,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,"PD 1985, SHEET",Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FROJ. ENCNR: DAVID SHUNG,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DATE:,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DRAWN BY:,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,RLCK MARSH,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,12/09/05,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PROJECT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DSMR NO,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DESCRIPTON,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CATE,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,DRAWNG NO,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PD  1985,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,NO _,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,SAFEI,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FLCR,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,PANEL ;,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,EQUIPVENT,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,FLOWSHEEL SYMBOLS,Não cadastrado,Não cadastrado,Desconhecido
147.jpg,resultado_147.jpg,CONTRQL,Não cadastrado,Não cadastrado,Desconhecido
